,Name,Credit Score,Loan Type,Loan Amount,Loan Term,Interest Rate,EMI,Days Left to Pay Current EMI,Delayed Payment,Payment Dates,Payment Modes,Outstanding Balance
122,Renee Ganesh,618,Personal Loan,59727,15,0.22,4590.52,9,No,"['2023-5-2', '2023-6-20', '2023-7-22', '2023-8-5', '2023-9-13']","['UPI', 'Credit Card', 'Credit Card', 'UPI', 'UPI']",36774.399999999994
123,Sara Sabharwal,394,Personal Loan,97097,12,0.23,9134.53,1,Yes,[],[],97097.0
124,Divyansh Hari,833,Auto Loan,42113,11,0.14,4101.63,10,Yes,"['2023-5-1', '2023-5-22', '2023-6-9', '2023-7-4', '2023-8-12', '2023-9-20', '2023-10-11', '2023-11-10', '2023-12-14', '2024-1-25']","['Debit Card', 'UPI', 'Net Banking', 'UPI', 'UPI', 'Debit Card', 'Credit Card', 'Credit Card', 'Net Banking', 'Debit Card']",1096.699999999997
125,Eva Madan,797,Home Loan,82829,9,0.19,9947.07,2,Yes,"['2023-5-16', '2023-6-14', '2023-7-18', '2023-8-17', '2023-9-23', '2023-10-21', '2023-11-18']","['Debit Card', 'UPI', 'Credit Card', 'Cash', 'Net Banking', 'Net Banking', 'Net Banking']",13199.51000000001
126,Anahi Manne,806,Personal Loan,61886,4,0.27,16351.45,13,Yes,"['2023-5-12', '2023-6-11', '2023-7-22', '2023-8-11']","['Credit Card', 'UPI', 'Net Banking', 'Net Banking']",-3519.800000000003
127,Lavanya Joshi,359,Home Loan,96923,10,0.11,10187.64,14,Yes,"['2023-5-22', '2023-6-13', '2023-7-12', '2023-8-2', '2023-9-19', '2023-10-26', '2023-11-11', '2023-12-23', '2024-1-13', '2024-2-26']","['Net Banking', 'Cash', 'Cash', 'Credit Card', 'Debit Card', 'Cash', 'Cash', 'UPI', 'Net Banking', 'Net Banking']",-4953.399999999994
128,Darshit Chatterjee,765,Personal Loan,22844,10,0.12,2411.92,8,Yes,[],[],22844.0
129,Rati Viswanathan,413,Home Loan,18916,3,0.15,6463.62,5,Yes,['2023-5-23'],['Credit Card'],12452.380000000001
130,Drishya Bajwa,844,Auto Loan,96302,14,0.19,7723.34,9,Yes,"['2023-5-20', '2023-6-5', '2023-7-16', '2023-8-12', '2023-9-8', '2023-10-16', '2023-11-10', '2023-12-26', '2024-1-25', '2024-2-10', '2024-3-16']","['Net Banking', 'Net Banking', 'UPI', 'Credit Card', 'Cash', 'Debit Card', 'UPI', 'Credit Card', 'Credit Card', 'Cash', 'Net Banking']",11345.259999999995
131,Anvi Chawla,772,Personal Loan,71121,11,0.14,6926.88,4,No,[],[],71121.0
132,Hiran Bains,754,Personal Loan,42527,10,0.22,4693.19,10,No,"['2023-5-16', '2023-6-7', '2023-7-24', '2023-8-17', '2023-9-19', '2023-10-23', '2023-11-28', '2023-12-26']","['Debit Card', 'Debit Card', 'UPI', 'Credit Card', 'Net Banking', 'Cash', 'UPI', 'Credit Card']",4981.480000000003
133,Mohanlal Behl,807,Personal Loan,30331,7,0.19,4611.73,5,Yes,"['2023-5-21', '2023-6-27', '2023-7-10', '2023-8-6', '2023-9-20', '2023-10-19', '2023-11-13']","['Debit Card', 'Cash', 'Cash', 'UPI', 'Credit Card', 'UPI', 'UPI']",-1951.109999999997
134,Kanav Ramachandran,824,Personal Loan,69370,8,0.11,9032.75,14,Yes,"['2023-5-15', '2023-6-27', '2023-7-7', '2023-8-13', '2023-9-10', '2023-10-8']","['UPI', 'Credit Card', 'Debit Card', 'Net Banking', 'Net Banking', 'Debit Card']",15173.5
135,Pari Keer,483,Home Loan,56307,1,0.18,57151.61,2,No,['2023-5-15'],['Net Banking'],-844.6100000000006
136,Kashvi Sarma,422,Personal Loan,46433,15,0.22,3568.77,7,Yes,"['2023-5-13', '2023-6-22']","['Net Banking', 'Cash']",39295.46
137,Aradhya Kibe,822,Home Loan,36254,3,0.2,12489.71,7,Yes,"['2023-5-25', '2023-6-25']","['Debit Card', 'Cash']",11274.580000000002
138,Nakul Halder,730,Personal Loan,51316,15,0.29,4119.25,14,Yes,"['2023-5-13', '2023-6-8', '2023-7-28', '2023-8-2', '2023-9-16', '2023-10-19', '2023-11-7', '2023-12-1', '2023-12-11', '2024-1-8', '2024-2-17', '2024-3-6', '2024-4-28']","['Net Banking', 'Cash', 'Debit Card', 'Debit Card', 'Cash', 'Credit Card', 'Net Banking', 'Net Banking', 'UPI', 'Cash', 'Debit Card', 'Credit Card', 'Debit Card']",-2234.25
139,Arnav Goel,685,Home Loan,91964,11,0.19,9175.38,14,Yes,[],[],91964.0
140,Kismat Shanker,524,Personal Loan,55462,10,0.17,5987.46,12,Yes,"['2023-5-19', '2023-6-5', '2023-7-20', '2023-8-28', '2023-9-2']","['Debit Card', 'Debit Card', 'Credit Card', 'Debit Card', 'UPI']",25524.7
141,Advik Buch,304,Personal Loan,14744,5,0.19,3090.33,12,Yes,"['2023-5-21', '2023-6-22', '2023-7-23', '2023-8-14', '2023-9-7']","['Cash', 'Net Banking', 'Net Banking', 'Cash', 'Credit Card']",-707.6499999999996
142,Mahika Kaul,835,Home Loan,38666,10,0.13,4100.71,7,No,['2023-5-4'],['Credit Card'],34565.29
143,Indrans Anand,611,Home Loan,69367,3,0.16,23741.65,5,No,['2023-5-5'],['Credit Card'],45625.35
144,Mishti Badami,622,Personal Loan,58265,9,0.19,6997.14,12,No,"['2023-5-24', '2023-6-20']","['UPI', 'Net Banking']",44270.72
145,Mamooty Manda,809,Auto Loan,63588,1,0.23,64806.77,13,No,['2023-5-15'],['Cash'],-1218.7699999999968
146,Trisha Golla,790,Home Loan,64558,3,0.15,22059.54,15,No,"['2023-5-15', '2023-6-9']","['Credit Card', 'Cash']",20438.92
147,Purab Singhal,610,Home Loan,40110,3,0.19,13795.6,14,No,['2023-5-1'],['Debit Card'],26314.4
148,Veer Dhaliwal,601,Home Loan,52659,9,0.25,6477.23,8,No,"['2023-5-3', '2023-6-21', '2023-7-16', '2023-8-23', '2023-9-11', '2023-10-9', '2023-11-19', '2023-12-20']","['Credit Card', 'Net Banking', 'Credit Card', 'Net Banking', 'Net Banking', 'Net Banking', 'Credit Card', 'Net Banking']",841.1600000000035
149,Nayantara Dayal,471,Home Loan,16863,1,0.13,17045.68,12,Yes,['2023-5-11'],['Cash'],-182.6800000000003
150,Mishti Ram,730,Home Loan,26960,4,0.18,6994.63,1,Yes,[],[],26960.0
151,Damini Chadha,549,Home Loan,12137,10,0.12,1281.45,10,Yes,"['2023-5-12', '2023-6-17', '2023-7-6', '2023-8-27', '2023-9-21', '2023-10-11']","['Debit Card', 'Cash', 'Net Banking', 'Credit Card', 'UPI', 'Cash']",4448.299999999999
152,Mishti Subramanian,366,Personal Loan,96861,15,0.27,7679.97,6,No,"['2023-5-28', '2023-6-6', '2023-7-28', '2023-8-4', '2023-9-27', '2023-10-6', '2023-11-17']","['Credit Card', 'Cash', 'UPI', 'Credit Card', 'Cash', 'Credit Card', 'UPI']",43101.21
153,Sana Din,531,Home Loan,98949,2,0.25,51025.89,15,No,['2023-5-21'],['UPI'],47923.11
154,Zeeshan Apte,398,Personal Loan,41004,12,0.18,3759.25,12,Yes,['2023-5-4'],['Debit Card'],37244.75
155,Aaryahi Mander,448,Home Loan,39530,5,0.24,8386.62,9,Yes,"['2023-5-19', '2023-6-6']","['Cash', 'UPI']",22756.76
156,Ishita Handa,645,Auto Loan,76358,13,0.14,6364.5,4,No,"['2023-5-19', '2023-6-2', '2023-7-28', '2023-8-13', '2023-9-22', '2023-10-1', '2023-10-1', '2023-10-14', '2023-11-6', '2023-12-24', '2024-1-15', '2024-2-3']","['Credit Card', 'UPI', 'Credit Card', 'Credit Card', 'Cash', 'Credit Card', 'Debit Card', 'Credit Card', 'Net Banking', 'Credit Card', 'Credit Card', 'Cash']",-16.0
157,Rania Dua,817,Home Loan,55833,15,0.24,4345.23,7,Yes,"['2023-5-5', '2023-6-9', '2023-7-23', '2023-8-23', '2023-9-27', '2023-10-28', '2023-11-26', '2023-12-11', '2024-1-7', '2024-2-5', '2024-3-19', '2024-4-12', '2024-5-3', '2024-6-25']","['UPI', 'Net Banking', 'Debit Card', 'UPI', 'Debit Card', 'Credit Card', 'Net Banking', 'Credit Card', 'Net Banking', 'Cash', 'UPI', 'Credit Card', 'Credit Card', 'Credit Card']",-5000.219999999994
158,Raunak Sengupta,702,Personal Loan,75479,4,0.21,19702.46,7,No,['2023-5-7'],['Debit Card'],55776.54
159,Reyansh Rattan,507,Personal Loan,93966,8,0.18,12552.36,11,No,"['2023-5-14', '2023-6-1', '2023-7-25', '2023-8-25', '2023-9-9', '2023-10-15', '2023-11-11']","['Net Banking', 'Net Banking', 'UPI', 'UPI', 'Credit Card', 'Debit Card', 'Credit Card']",6099.479999999996
160,Samarth Ranganathan,816,Home Loan,98525,15,0.17,7337.16,5,Yes,"['2023-5-25', '2023-6-17', '2023-7-18']","['UPI', 'Cash', 'Cash']",76513.52
161,Hiran Kale,614,Personal Loan,17282,12,0.27,1659.37,11,No,"['2023-5-24', '2023-6-26', '2023-7-9', '2023-8-23', '2023-9-18', '2023-10-19', '2023-11-13', '2023-12-23', '2024-1-4', '2024-2-7']","['Net Banking', 'Net Banking', 'UPI', 'Debit Card', 'Credit Card', 'Credit Card', 'Debit Card', 'Net Banking', 'Net Banking', 'Cash']",688.3000000000029
162,Keya Bhasin,303,Personal Loan,17960,3,0.14,6126.9,15,No,"['2023-5-5', '2023-6-3', '2023-7-21']","['Debit Card', 'Credit Card', 'Cash']",-420.6999999999971
163,Navya Sachar,315,Personal Loan,42660,9,0.17,5082.05,5,No,['2023-5-8'],['Credit Card'],37577.95
164,Anika Acharya,574,Personal Loan,80233,5,0.21,16898.79,6,No,"['2023-5-24', '2023-6-6']","['Credit Card', 'Net Banking']",46435.42
165,Keya Bassi,812,Auto Loan,14593,12,0.21,1358.81,12,No,"['2023-5-20', '2023-6-22', '2023-7-21', '2023-8-12']","['UPI', 'Cash', 'Credit Card', 'Credit Card']",9157.76
166,Miraan Sarma,487,Auto Loan,38687,15,0.28,3086.43,4,Yes,[],[],38687.0
167,Hazel Brar,849,Auto Loan,28470,10,0.19,3100.77,5,Yes,"['2023-5-17', '2023-6-8', '2023-7-9', '2023-8-12', '2023-9-4', '2023-10-27', '2023-11-2', '2023-12-9', '2024-1-8']","['Credit Card', 'Credit Card', 'Credit Card', 'Debit Card', 'Debit Card', 'Net Banking', 'Net Banking', 'Net Banking', 'Debit Card']",563.0699999999997
168,Devansh Babu,325,Home Loan,88269,12,0.15,7967.01,12,Yes,"['2023-5-1', '2023-5-3', '2023-6-13', '2023-7-24', '2023-8-11', '2023-9-1', '2023-10-28', '2023-11-8', '2023-12-12', '2024-1-5']","['Cash', 'Cash', 'Cash', 'UPI', 'Credit Card', 'Debit Card', 'UPI', 'Debit Card', 'Cash', 'UPI']",8598.899999999994
169,Stuvan Sami,394,Personal Loan,77659,7,0.18,11769.7,14,No,[],[],77659.0
170,Chirag Sankar,821,Auto Loan,71901,9,0.11,8359.62,13,No,"['2023-5-21', '2023-6-20']","['Debit Card', 'Debit Card']",55181.759999999995
171,Riaan Rajan,431,Auto Loan,13928,7,0.22,2138.28,15,No,['2023-5-25'],['Credit Card'],11789.72
172,Damini Chowdhury,392,Personal Loan,41737,6,0.3,7577.35,11,Yes,"['2023-5-9', '2023-6-18', '2023-7-28', '2023-8-19', '2023-9-16']","['UPI', 'UPI', 'Debit Card', 'Cash', 'Net Banking']",3850.25
173,Arnav Bhatt,665,Home Loan,13534,2,0.13,6877.16,4,No,[],[],13534.0
174,Hansh Jha,729,Auto Loan,75509,13,0.14,6293.74,12,No,"['2023-5-17', '2023-6-19', '2023-7-16', '2023-8-8', '2023-9-8']","['Net Banking', 'Net Banking', 'Credit Card', 'Net Banking', 'Cash']",44040.3
175,Bhavin Krishnan,440,Home Loan,98227,3,0.18,33729.48,7,No,['2023-5-4'],['Debit Card'],64497.52
176,Chirag Golla,509,Auto Loan,72690,2,0.17,37119.14,3,No,['2023-5-16'],['Credit Card'],35570.86
177,Saksham Barman,327,Home Loan,61545,14,0.24,5083.74,1,No,"['2023-5-19', '2023-6-19', '2023-7-5', '2023-8-28', '2023-9-3', '2023-10-17', '2023-11-20', '2023-12-27']","['Credit Card', 'Credit Card', 'Credit Card', 'UPI', 'Cash', 'Net Banking', 'Cash', 'Credit Card']",20875.08
178,Piya Deol,815,Home Loan,27381,2,0.26,14137.03,11,No,[],[],27381.0
179,Ojas Wali,382,Auto Loan,98617,4,0.2,25690.0,14,No,[],[],98617.0
180,Hansh Maharaj,755,Home Loan,17034,13,0.2,1468.23,6,Yes,"['2023-5-1', '2023-5-8', '2023-6-25', '2023-7-10', '2023-8-26', '2023-9-2']","['Cash', 'Net Banking', 'Cash', 'Net Banking', 'Credit Card', 'Net Banking']",8224.619999999999
181,Azad Gala,346,Personal Loan,98099,14,0.22,8008.43,1,No,"['2023-5-15', '2023-6-18', '2023-7-16', '2023-8-1', '2023-8-9', '2023-9-13', '2023-10-28', '2023-11-25', '2023-12-15', '2024-1-2', '2024-2-5']","['Net Banking', 'Credit Card', 'Cash', 'Debit Card', 'UPI', 'Debit Card', 'Credit Card', 'Net Banking', 'UPI', 'Credit Card', 'Credit Card']",10006.26999999999
182,Fateh Kothari,577,Auto Loan,49443,11,0.24,5051.98,1,Yes,['2023-5-19'],['Net Banking'],44391.020000000004
183,Faiyaz Bassi,664,Home Loan,65835,10,0.19,7170.32,10,No,"['2023-5-1', '2023-5-3', '2023-6-26', '2023-7-6', '2023-8-25', '2023-9-1', '2023-10-21', '2023-11-6', '2023-12-8']","['UPI', 'Credit Card', 'UPI', 'Net Banking', 'Debit Card', 'Net Banking', 'Credit Card', 'Debit Card', 'Net Banking']",1302.1200000000026
184,Alisha Buch,506,Auto Loan,87768,14,0.16,6914.04,2,No,"['2023-5-21', '2023-6-4', '2023-7-3', '2023-8-1', '2023-8-26', '2023-9-13', '2023-10-18', '2023-11-5', '2023-12-4']","['UPI', 'Net Banking', 'Debit Card', 'Credit Card', 'Net Banking', 'UPI', 'UPI', 'Debit Card', 'Debit Card']",25541.64
185,Renee Gulati,656,Auto Loan,98723,12,0.18,9050.92,2,Yes,"['2023-5-26', '2023-6-9', '2023-7-6', '2023-8-27', '2023-9-13', '2023-10-28', '2023-11-5', '2023-12-22', '2024-1-2']","['Debit Card', 'Net Banking', 'UPI', 'UPI', 'Debit Card', 'Cash', 'Credit Card', 'Debit Card', 'Debit Card']",17264.72
186,Alisha Loke,464,Home Loan,95428,11,0.27,9889.82,4,Yes,"['2023-5-23', '2023-6-24']","['Debit Card', 'Cash']",75648.36
187,Renee Bava,555,Auto Loan,80967,13,0.26,7213.29,14,Yes,"['2023-5-22', '2023-6-9', '2023-7-13', '2023-8-13', '2023-9-6', '2023-10-4', '2023-11-25', '2023-12-4', '2024-1-21', '2024-2-11', '2024-3-5']","['Debit Card', 'Credit Card', 'Credit Card', 'UPI', 'Credit Card', 'Debit Card', 'Credit Card', 'Credit Card', 'Net Banking', 'Cash', 'Debit Card']",1620.8099999999977
188,Vivaan Sastry,530,Personal Loan,53535,8,0.18,7151.42,7,Yes,"['2023-5-9', '2023-6-20', '2023-7-8']","['UPI', 'Credit Card', 'Debit Card']",32080.739999999998
189,Kiara Andra,540,Personal Loan,66292,10,0.14,7061.97,2,Yes,"['2023-5-20', '2023-6-2', '2023-7-22', '2023-8-3', '2023-9-5', '2023-10-12', '2023-11-12']","['Credit Card', 'UPI', 'Debit Card', 'Net Banking', 'Credit Card', 'Cash', 'UPI']",16858.21
190,Divit Basak,424,Auto Loan,98070,8,0.19,13148.19,3,Yes,[],[],98070.0
191,Yuvaan Garg,752,Auto Loan,81379,4,0.26,21458.57,3,No,[],[],81379.0
192,Shamik Joshi,850,Personal Loan,66554,3,0.12,22629.83,15,No,"['2023-5-10', '2023-6-23', '2023-7-15']","['Net Banking', 'UPI', 'Debit Card']",-1335.4900000000052
193,Vardaniya Bhargava,558,Auto Loan,40256,5,0.2,8458.2,7,Yes,[],[],40256.0
194,Bhavin Deo,813,Personal Loan,51079,4,0.18,13252.18,10,No,"['2023-5-28', '2023-6-11', '2023-7-16', '2023-8-16']","['Credit Card', 'Debit Card', 'UPI', 'UPI']",-1929.7200000000012
195,Ranbir Balasubramanian,511,Home Loan,60363,5,0.12,12437.18,12,No,"['2023-5-15', '2023-6-16', '2023-7-23']","['Credit Card', 'UPI', 'Credit Card']",23051.46
196,Riya Sidhu,697,Personal Loan,38203,6,0.29,6916.44,14,Yes,"['2023-5-9', '2023-6-2']","['Debit Card', 'Debit Card']",24370.120000000003
197,Vardaniya Warrior,476,Personal Loan,46047,6,0.13,7968.1,13,No,"['2023-5-20', '2023-6-24', '2023-7-10', '2023-8-16', '2023-9-13', '2023-10-11']","['Debit Card', 'UPI', 'Net Banking', 'Net Banking', 'Net Banking', 'Cash']",-1761.6000000000058
198,Alisha Grover,770,Home Loan,74343,6,0.11,12791.05,11,Yes,"['2023-5-5', '2023-6-12', '2023-7-16', '2023-8-11', '2023-9-10']","['Debit Card', 'Debit Card', 'Net Banking', 'Cash', 'Debit Card']",10387.75
199,Pari Gopal,425,Auto Loan,36543,4,0.16,9442.29,7,No,"['2023-5-21', '2023-6-5', '2023-7-19']","['UPI', 'UPI', 'Credit Card']",8216.129999999997
200,Yuvaan Chandran,647,Auto Loan,99158,1,0.28,101471.69,6,Yes,[],[],99158.0
201,Nayantara Sharma,397,Home Loan,36462,14,0.12,2803.97,13,Yes,"['2023-5-1', '2023-5-11', '2023-6-20', '2023-7-19', '2023-8-9', '2023-9-8', '2023-10-16']","['Cash', 'Net Banking', 'Credit Card', 'Net Banking', 'Credit Card', 'Net Banking', 'Cash']",16834.210000000003
202,Jayesh Dhar,346,Home Loan,57880,9,0.17,6895.19,2,Yes,"['2023-5-14', '2023-6-22', '2023-7-14', '2023-8-8', '2023-9-14', '2023-10-18']","['Credit Card', 'Cash', 'UPI', 'Net Banking', 'Cash', 'UPI']",16508.86
203,Ira Wable,491,Personal Loan,44059,15,0.25,3450.33,1,No,"['2023-5-9', '2023-6-22', '2023-7-4', '2023-8-9', '2023-9-18']","['Debit Card', 'UPI', 'Cash', 'UPI', 'UPI']",26807.35
204,Kiara Raju,478,Personal Loan,64768,10,0.17,6992.1,5,Yes,"['2023-5-6', '2023-6-21', '2023-7-20']","['UPI', 'UPI', 'Debit Card']",43791.7
205,Suhana Upadhyay,540,Home Loan,72840,6,0.12,12568.42,12,No,"['2023-5-4', '2023-6-3', '2023-7-23', '2023-8-17', '2023-9-28']","['UPI', 'Debit Card', 'Debit Card', 'Debit Card', 'Debit Card']",9997.900000000001
206,Nirvaan Desai,361,Auto Loan,64937,5,0.26,13843.64,15,No,"['2023-5-24', '2023-6-8', '2023-7-9', '2023-8-9']","['Cash', 'Net Banking', 'Cash', 'Net Banking']",9562.440000000002
207,Zara Yadav,668,Auto Loan,59994,3,0.15,20500.02,6,Yes,"['2023-5-9', '2023-6-5', '2023-7-3']","['UPI', 'Debit Card', 'Cash']",-1506.0599999999977
208,Pari Arya,742,Personal Loan,51089,4,0.1,13039.44,15,Yes,['2023-5-5'],['Credit Card'],38049.56
209,Pari Ray,551,Home Loan,94741,10,0.21,10409.7,4,Yes,"['2023-5-10', '2023-6-27', '2023-7-22', '2023-8-5', '2023-9-19', '2023-10-5', '2023-11-19', '2023-12-19']","['Debit Card', 'Net Banking', 'Net Banking', 'Cash', 'Credit Card', 'Debit Card', 'Debit Card', 'UPI']",11463.399999999994
210,Diya Dar,747,Personal Loan,11000,13,0.27,985.35,3,No,"['2023-5-21', '2023-6-12', '2023-7-10', '2023-8-22', '2023-9-24', '2023-10-20', '2023-11-13']","['Net Banking', 'UPI', 'Credit Card', 'Cash', 'Net Banking', 'UPI', 'UPI']",4102.55
211,Veer Khurana,631,Personal Loan,13436,6,0.12,2318.36,1,No,"['2023-5-11', '2023-6-25']","['Debit Card', 'Cash']",8799.279999999999
212,Indranil Mahal,375,Auto Loan,43150,15,0.29,3463.74,2,Yes,"['2023-5-6', '2023-6-6', '2023-7-14', '2023-8-13', '2023-9-2', '2023-10-3', '2023-11-10']","['Cash', 'Credit Card', 'Net Banking', 'Debit Card', 'Net Banking', 'Cash', 'Debit Card']",18903.82
213,Shaan Dalal,605,Personal Loan,61907,5,0.18,12944.09,10,No,"['2023-5-15', '2023-6-25', '2023-7-20', '2023-8-22', '2023-9-18']","['Debit Card', 'UPI', 'Cash', 'UPI', 'UPI']",-2813.449999999997
214,Mannat Goel,559,Auto Loan,15056,3,0.3,5271.67,13,No,['2023-5-9'],['Credit Card'],9784.33
215,Anahita Mahal,749,Home Loan,53940,15,0.12,3890.36,1,No,"['2023-5-12', '2023-6-13', '2023-7-13']","['Net Banking', 'Credit Card', 'Debit Card']",42268.92
216,Dishani Deshmukh,307,Home Loan,98369,9,0.16,11671.41,2,Yes,[],[],98369.0
217,Nehmat Bhatia,849,Home Loan,86581,8,0.23,11776.74,13,Yes,"['2023-5-23', '2023-6-3']","['Credit Card', 'Credit Card']",63027.520000000004
218,Kismat Deo,714,Auto Loan,71440,6,0.16,12468.44,8,No,"['2023-5-10', '2023-6-8', '2023-7-16', '2023-8-17', '2023-9-28']","['Cash', 'Credit Card', 'Debit Card', 'Credit Card', 'Debit Card']",9097.799999999996
219,Anahita Saxena,329,Auto Loan,46190,15,0.28,3685.02,10,Yes,[],[],46190.0
220,Advika Rege,585,Auto Loan,94777,10,0.22,10459.4,3,Yes,"['2023-5-16', '2023-6-3', '2023-7-15']","['Net Banking', 'Net Banking', 'Net Banking']",63398.8
221,Prisha Sharma,604,Personal Loan,57122,15,0.18,4280.97,5,No,"['2023-5-20', '2023-6-7', '2023-7-17']","['UPI', 'Net Banking', 'Credit Card']",44279.09
222,Anahita Sodhi,532,Personal Loan,85650,9,0.24,10493.45,11,No,"['2023-5-22', '2023-6-1', '2023-7-26', '2023-8-26', '2023-9-9', '2023-10-14', '2023-11-7', '2023-12-26', '2024-1-1']","['Net Banking', 'Credit Card', 'Cash', 'Cash', 'Cash', 'UPI', 'Cash', 'Credit Card', 'Cash']",-8791.050000000003
223,Arnav Vasa,527,Personal Loan,40992,15,0.11,2937.47,8,Yes,"['2023-5-17', '2023-6-21', '2023-7-21', '2023-8-10', '2023-9-18', '2023-10-6']","['Net Banking', 'Credit Card', 'Cash', 'Credit Card', 'Debit Card', 'Debit Card']",23367.18
224,Pranay Handa,411,Auto Loan,26237,4,0.13,6737.85,4,No,[],[],26237.0
225,Lakshay Kaul,428,Home Loan,16081,6,0.15,2798.64,13,No,['2023-5-17'],['UPI'],13282.36
226,Anahi Ray,522,Home Loan,36147,8,0.12,4724.06,7,No,"['2023-5-8', '2023-6-11', '2023-7-18', '2023-8-25', '2023-9-16']","['UPI', 'Debit Card', 'Net Banking', 'UPI', 'UPI']",12526.699999999997
227,Biju Divan,453,Home Loan,66610,9,0.19,7999.3,10,No,"['2023-5-28', '2023-6-22']","['Cash', 'UPI']",50611.4
228,Aayush Choudhry,574,Personal Loan,72766,9,0.15,8598.8,7,No,"['2023-5-1', '2023-5-7', '2023-6-9', '2023-7-14', '2023-8-21']","['Net Banking', 'UPI', 'Credit Card', 'Debit Card', 'UPI']",29772.0
229,Aniruddh Kannan,447,Personal Loan,72222,12,0.11,6383.1,6,No,"['2023-5-10', '2023-6-26', '2023-7-1', '2023-7-17', '2023-8-15', '2023-9-26', '2023-10-24', '2023-11-6', '2023-12-20', '2024-1-15', '2024-2-19']","['Debit Card', 'UPI', 'Debit Card', 'Net Banking', 'Debit Card', 'Net Banking', 'Debit Card', 'Net Banking', 'Debit Card', 'UPI', 'Cash']",2007.8999999999942
230,Navya Cheema,567,Home Loan,47023,7,0.3,7405.91,7,Yes,"['2023-5-22', '2023-6-25', '2023-7-12']","['Net Banking', 'Cash', 'Net Banking']",24805.27
231,Ishita Goel,303,Home Loan,71290,4,0.14,18345.34,12,No,"['2023-5-13', '2023-6-14', '2023-7-17', '2023-8-6']","['UPI', 'Credit Card', 'Cash', 'UPI']",-2091.3600000000006
232,Prerak Gola,751,Auto Loan,91127,15,0.17,6786.23,3,Yes,"['2023-5-1', '2023-5-19', '2023-6-22', '2023-7-12', '2023-8-8', '2023-9-12']","['Net Banking', 'Net Banking', 'Debit Card', 'Cash', 'Cash', 'Cash']",50409.62
233,Shamik Dugar,451,Personal Loan,40355,2,0.28,20886.43,7,No,[],[],40355.0
234,Anay Kaur,313,Personal Loan,84021,13,0.18,7161.98,6,Yes,"['2023-5-15', '2023-6-24']","['UPI', 'Credit Card']",69697.04000000001
235,Advik Ranganathan,439,Personal Loan,22262,4,0.28,5893.9,15,No,"['2023-5-10', '2023-6-14', '2023-7-19']","['UPI', 'Cash', 'Debit Card']",4580.300000000003
236,Lakshay Shetty,408,Auto Loan,16806,6,0.16,2933.16,12,Yes,"['2023-5-21', '2023-6-5', '2023-7-26']","['UPI', 'UPI', 'Cash']",8006.52
237,Kabir Balakrishnan,713,Home Loan,42597,7,0.23,6560.68,2,No,"['2023-5-4', '2023-6-4', '2023-7-13', '2023-8-22', '2023-9-21', '2023-10-20', '2023-11-11']","['Cash', 'Credit Card', 'Debit Card', 'Cash', 'Cash', 'Cash', 'UPI']",-3327.760000000002
238,Divit Gala,532,Auto Loan,28507,11,0.25,2926.61,5,Yes,"['2023-5-11', '2023-6-15', '2023-7-14', '2023-8-19', '2023-9-22', '2023-10-3', '2023-11-5', '2023-12-2', '2024-1-3', '2024-2-1', '2024-3-25']","['Cash', 'UPI', 'Credit Card', 'Cash', 'Cash', 'Credit Card', 'Cash', 'Cash', 'UPI', 'Credit Card', 'Credit Card']",-3685.7100000000028
239,Suhana Sawhney,697,Auto Loan,32336,4,0.25,8509.38,2,Yes,['2023-5-9'],['Net Banking'],23826.620000000003
240,Charvi Chauhan,640,Personal Loan,45112,12,0.24,4265.77,5,Yes,"['2023-5-15', '2023-6-19', '2023-7-11', '2023-8-10', '2023-9-24', '2023-10-9', '2023-11-20']","['UPI', 'Cash', 'UPI', 'Debit Card', 'Credit Card', 'UPI', 'Net Banking']",15251.609999999997
241,Nayantara Sarna,419,Home Loan,51623,9,0.18,6174.62,10,No,"['2023-5-9', '2023-6-27']","['Debit Card', 'Net Banking']",39273.76
242,Fateh Yadav,739,Home Loan,90072,5,0.23,19063.34,9,No,"['2023-5-10', '2023-6-8', '2023-7-23', '2023-8-25', '2023-9-4']","['Debit Card', 'Cash', 'UPI', 'Net Banking', 'Credit Card']",-5244.699999999997
243,Elakshi Jaggi,649,Home Loan,31713,6,0.26,5693.47,10,Yes,"['2023-5-25', '2023-6-13']","['Debit Card', 'UPI']",20326.059999999998
244,Indrans Bains,523,Personal Loan,63796,6,0.18,11197.81,8,Yes,"['2023-5-11', '2023-6-28']","['Cash', 'Cash']",41400.380000000005
245,Nayantara Ravel,497,Auto Loan,60609,15,0.17,4513.55,4,Yes,"['2023-5-20', '2023-6-22', '2023-7-7', '2023-8-21', '2023-9-18']","['Credit Card', 'UPI', 'Credit Card', 'Net Banking', 'Credit Card']",38041.25
246,Zain Bail,337,Home Loan,69609,10,0.15,7448.38,5,No,"['2023-5-25', '2023-6-14', '2023-7-24', '2023-8-25', '2023-9-1']","['UPI', 'UPI', 'Credit Card', 'Credit Card', 'Credit Card']",32367.1
